id,name,host_since,host_listings_count,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified
12878312,Sarah,2014-03-06,1,"Seattle, Washington, United States",within a day,0.5,1,f,t,f
12882903,Teresa,2015-11-13,1,US,within an hour,1,1,f,t,t
12901367,Devon,2014-03-07,1,US,within a day,1,1,f,t,f
12903370,Robin,2014-03-07,1,"Seattle, Washington, United States",within a day,1,1,f,t,f
12905845,Amie,2014-03-07,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
12913415,Michelle,2014-03-08,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
12934911,Damon,2014-03-08,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
12935059,Suzanne,2014-03-08,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
12940195,Amanda,2014-03-09,1,"Seattle, Washington, United States",N/A,,,f,t,f
12951431,Michael,2014-03-09,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
12967352,Meghan,2014-03-09,1,"Seattle, Washington, United States",within an hour,1,1,f,t,f
12973318,Philip,2014-03-10,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
13004337,Joe & Shannon,2014-03-10,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
13010672,Isabella,2014-03-11,1,"Seattle, Washington, United States",within an hour,1,,f,t,t
13024859,Katrina,2014-03-11,2,"Seattle, Washington, United States",within an hour,1,1,t,t,t
13042181,Kim,2014-03-11,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
13158974,Tim & Ryan,2014-03-15,1,"Seattle, Washington, United States",within a few hours,0.89,1,t,t,t
13166405,Philip,2014-03-15,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
13200012,Randy,2014-03-16,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
13200167,Kumail,2014-03-16,3,"Seattle, Washington, United States",within an hour,1,1,t,t,t
13208087,Bryce,2014-03-17,1,"Seattle, Washington, United States",N/A,,,f,t,t
13240442,Adam,2014-03-17,3,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
13266307,David,2014-03-18,1,"Seattle, Washington, United States",within a few hours,0.88,1,f,t,f
13267774,Jessica,2014-03-18,1,"Seattle, Washington, United States",a few days or more,0.38,1,f,t,t
13309620,Craig,2014-03-19,2,"Seattle, Washington, United States",within an hour,1,1,t,t,t
13364937,Kelly,2014-03-21,1,We live in the house upstairs from the rental flat,N/A,,,t,t,t
13370163,Zach,2014-03-21,2,"Seattle, Washington, United States",N/A,,,f,t,t
13407781,Elizabeth & Tyanne,2014-03-22,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
13424313,Magnhild,2014-03-22,1,"Seattle, Washington, United States",within a few hours,0.83,1,f,t,f
13439814,Diana,2014-03-23,2,"Seattle, Washington, United States",within an hour,1,1,t,t,t
13508145,Anna,2014-03-25,1,"San Francisco, California, United States",a few days or more,0.3,1,f,t,t
13527668,Heidi,2014-03-25,1,"Seattle, Washington, United States",N/A,,,f,t,t
13535511,Megan,2014-03-25,1,,N/A,,,f,t,f
13546271,Elyse,2014-03-26,1,"Seattle, Washington, United States",N/A,,,f,t,t
13546801,Louise,2014-03-26,2,"Seattle, Washington, United States",within a day,0.75,,f,t,f
13566271,Gene & Shannon,2014-03-26,3,US,within an hour,1,1,f,t,t
13574164,Jessica,2014-03-26,1,"Seattle, Washington, United States",N/A,,,f,t,t
13643895,Jodi,2014-03-28,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
13669439,Matthew,2014-03-29,3,"Seattle, Washington, United States",within an hour,1,1,t,t,f
13671982,Sean,2014-03-29,1,"Seattle, Washington, United States",within a day,0.5,,f,t,t
13697241,Bonnie,2014-03-30,2,"Vashon, Washington, United States",within an hour,1,1,t,t,f
13703145,Leslie,2014-03-30,2,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
13752921,Traci,2014-03-31,1,"Seattle, Washington, United States",within a few hours,0.9,1,f,t,t
13757387,Mary,2014-03-31,1,"Seattle, Washington, United States",within a few hours,0.86,1,f,t,t
13759287,Ed/Gretchen,2014-04-01,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
13771267,Paige,2014-04-01,2,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
13774169,Peach,2014-04-01,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
13782718,Mark,2014-04-01,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
13784525,Michael,2014-04-01,2,"Seattle, Washington, United States",within an hour,0.81,1,f,t,t
13786376,Manuela,2014-04-01,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
13796401,Barbara & Bill,2014-04-01,1,"Seattle, Washington, United States",within an hour,1,1,t,t,f
13827169,Carla,2014-04-02,1,"Seattle, Washington, United States",N/A,,,f,t,t
13835487,Eric,2014-04-02,1,"Seattle, Washington, United States",N/A,,,f,t,t
13869873,Heather,2014-04-03,1,"Seattle, Washington, United States",within a few hours,1,,f,t,f
13870400,Jim,2015-09-14,1,"Seattle, Washington, United States",within an hour,1,1,f,t,f
13877700,Jeff,2014-04-04,1,"Seattle, Washington, United States",within a day,1,,f,t,t
13959773,Rose Michelle,2014-04-06,1,"Seattle, Washington, United States",within an hour,1,1,t,t,f
13960065,Alan,2014-04-06,3,US,N/A,,,t,t,t
13976883,Pauline,2014-04-06,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
14004230,Corey & Bethanie,2014-04-07,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
14012754,Lara,2014-04-07,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
14015217,Lc,2014-04-07,1,"Seattle, Washington, United States",within a few hours,0.83,1,f,t,t
14049461,Philip,2014-04-08,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
14057208,Houssam,2014-04-08,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
14057215,Ingrid,2014-04-08,1,"Seattle, Washington, United States",N/A,,,f,t,t
14068321,Thomas,2014-04-09,1,"Seattle, Washington, United States",N/A,,,f,t,t
14088426,Tibor,2014-04-09,1,"Seattle, Washington, United States",N/A,,,f,t,f
14090176,Lisa,2014-04-09,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
14098675,Alison,2014-04-09,1,"Seattle, Washington, United States",within a few hours,0.83,1,f,t,t
14099568,Matthew,2014-04-09,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
14100483,Annie,2014-04-09,1,"Quilcene, Washington, United States",within a few hours,1,1,f,t,t
14127360,Anne & Kelly,2014-04-10,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
14128353,Heidi,2014-04-10,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
14138534,Jill,2014-04-10,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
14140094,Liz,2014-04-10,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
14193441,Eric,2014-04-12,1,"Seattle, Washington, United States",N/A,,,f,f,f
14196478,Rick,2014-04-12,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
14282414,Sandra,2014-04-14,1,"Seattle, Washington, United States",N/A,,,f,t,t
14316158,Skyler,2014-04-15,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
14342573,Karen,2014-04-15,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
14343317,Lacy,2014-04-16,1,"Seattle, Washington, United States",within a day,0.86,1,f,t,t
14345711,Meg,2014-04-16,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
14370535,Shanelle,2014-04-16,1,"Seattle, Washington, United States",within an hour,0.83,1,f,t,t
14372052,Kathleen,2014-04-16,1,"Seattle, Washington, United States",within an hour,1,1,t,t,f
14379739,Jaimee,2014-04-16,1,"Seattle, Washington, United States",within an hour,1,1,f,t,f
14386120,John,2014-04-17,1,"Seattle, Washington, United States",within a day,0.5,1,f,t,t
14387226,Sarah,2015-08-03,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
14417667,Saleem,2014-04-17,1,"Seattle, Washington, United States",within a day,1,,f,t,t
14418694,Geoffrey,2014-04-17,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
14441471,Lizbeth,2014-04-18,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
14446306,Derek,2014-04-18,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
14456173,Kim,2014-04-19,6,"Bellevue, Washington, United States",within an hour,1,1,f,t,t
14540599,Gus,2014-04-21,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
14549389,Lucy,2014-04-21,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
14569119,Michelle & Mark,2014-04-22,1,"Seattle, Washington, United States",a few days or more,0.33,1,f,t,t
14589190,Kaitlyn,2014-04-22,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
14595660,Phillip,2014-04-22,1,"Seattle, Washington, United States",within a day,0.9,1,f,t,f
14604736,Nat,2014-04-22,1,"Seattle, Washington, United States",N/A,,,f,t,f
14649444,Mike,2014-04-23,1,"Seattle, Washington, United States",within a day,0.5,1,t,t,t
14660515,Eric,2014-04-24,1,"Seattle, Washington, United States",N/A,,,f,t,t
14683624,Emily,2014-04-24,1,"Seattle, Washington, United States",within a few hours,0.78,1,f,t,t
14703116,Gil,2014-04-25,1,"Seattle, Washington, United States",within a day,1,,f,t,t
14859182,Alexandra,2014-04-28,2,"Bothell, Washington, United States",within a few hours,1,,f,t,t
14860162,Jenn,2014-04-28,2,"Seattle, Washington, United States",within a few hours,0.9,1,f,t,t
14891735,Bryce,2014-04-29,1,"Seattle, Washington, United States",within a day,0.56,1,f,t,f
14898710,Molly,2014-04-29,1,"Seattle, Washington, United States",within a day,0.7,1,f,t,t
14926558,Sarah And Katie,2014-04-30,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
14943694,Arnaud,2014-04-30,1,"Seattle, Washington, United States",within a day,0.9,1,f,t,f
14976127,Bryce,2014-05-01,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
14980831,Rebecca,2014-05-01,9,"Mercer Island, Washington, United States",within an hour,1,1,f,t,t
15056324,Maria,2014-05-03,1,"Seattle, Washington, United States",within an hour,1,1,t,t,f
15060327,Rose,2014-05-03,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
15060417,Ginny,2014-05-03,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
15082394,Jordan,2014-05-04,3,"Phoenix, Arizona, United States",within an hour,1,1,f,t,t
15104715,Mike & Laura,2014-05-04,1,"Seattle, Washington, United States",N/A,,,f,t,t
15109393,Jacob,2014-05-05,1,"Seattle, Washington, United States",N/A,,,f,t,t
15110637,Aj,2014-05-05,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
15135436,Nicolas And Jeanna,2014-05-05,1,"Seattle, Washington, United States",within a day,0.8,1,f,t,t
15155647,Shiri,2014-05-06,1,"Seattle, Washington, United States",within a day,0.7,1,f,t,t
15171111,Paul,2014-05-06,1,"Seattle, Washington, United States",a few days or more,0.33,1,f,t,t
15178583,Jennifer,2015-09-06,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
15188659,Doug,2014-05-06,1,"Seattle, Washington, United States",within an hour,1,1,f,t,f
15204387,Kim,2014-05-07,1,"Seattle, Washington, United States",N/A,,,f,t,t
15288819,Neil,2014-05-09,4,"Seattle, Washington, United States",within an hour,1,1,t,t,t
15312585,Tania,2014-05-09,2,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
15315685,Aaron,2014-05-09,2,"Shoreline, Washington, United States",within a few hours,0.9,1,t,t,t
15318158,Krystle,2014-05-09,1,"Seattle, Washington, United States",within a few hours,1,,f,t,t
15320835,David,2014-05-09,1,"Seattle, Washington, United States",N/A,,,t,t,t
15377123,Selma,2014-05-11,1,"Seattle, Washington, United States",within an hour,1,1,t,t,f
15433538,Maya,2014-05-12,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
15436286,Kati,2014-05-12,1,"Seattle, Washington, United States",N/A,,,f,t,t
15438773,Jessica,2014-05-12,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
15448291,Tucker,2014-05-12,1,"Seattle, Washington, United States",N/A,,,f,t,t
15450521,Matt,2014-05-13,1,"Seattle, Washington, United States",N/A,,,f,t,t
15454102,Jenell,2014-05-13,5,"Seattle, Washington, United States",within an hour,1,1,f,t,t
15473800,Lisa,2014-05-13,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
15512043,Edward,2014-05-14,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
15537536,Richard  & Jeri,2014-05-14,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
15543526,Rachel And Paul,2014-05-14,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
15565015,Jenna  & Dolphy,2014-05-15,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
15566972,Scott,2014-05-15,1,"Seattle, Washington, United States",within a day,1,,f,t,t
15576272,Jennifer,2014-05-15,1,"Seattle, Washington, United States",N/A,,1,f,t,t
15606907,"Karen, Chip & Karl",2014-05-16,1,"Seattle, Washington, United States",N/A,,,f,t,t
15611795,Santosh,2014-05-16,1,"Seattle, Washington, United States",within a day,0.8,1,f,t,t
15655683,Michael,2014-05-18,1,"Seattle, Washington, United States",within a day,1,,t,t,t
15697627,Hassan,2014-05-19,1,"Seattle, Washington, United States",N/A,,,f,t,f
15784748,Teresa,2014-05-20,1,"Seattle, Washington, United States",within an hour,1,,f,t,f
15785670,Emily,2014-05-20,1,"Lowell, Massachusetts, United States",N/A,,,f,t,t
15785677,Claudia,2014-05-20,1,"Seattle, Washington, United States",within a day,1,1,f,t,f
15787538,Matt & Dan,2014-05-20,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
15791829,Sabrina & Ryan,2014-05-21,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
15792177,Andrew,2014-05-21,1,"Seattle, Washington, United States",within a few hours,0.89,1,f,t,t
15823970,Linda,2014-05-21,1,"San Francisco, California, United States",within a few hours,1,1,t,t,t
15865967,Glen,2014-05-22,1,"Seattle, Washington, United States",within a few hours,1,,f,t,t
15893988,Kalia,2014-05-23,1,"Seattle, Washington, United States",within a day,0.5,,f,t,t
15938400,Birgit,2014-05-24,2,"Long Beach, California, United States",within a few hours,1,1,f,t,t
15942582,Jen,2014-05-24,5,"Seattle, Washington, United States",within an hour,1,1,f,t,t
15958366,Shawn,2014-05-25,1,All over the Planet. I'm having a Maui Moment.,N/A,,,f,t,t
15980816,Emily,2014-05-25,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
15981902,Cameron And Michelle,2014-05-26,1,"Seattle, Washington, United States",within an hour,1,1,f,t,f
15984289,Julian,2014-05-26,5,"Seattle, Washington, United States",within an hour,1,1,f,t,t
16007710,Jon,2014-05-26,2,"Seattle, Washington, United States",within a day,0.88,1,t,t,t
16073490,Esther,2014-05-28,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
16110062,Alex,2014-05-28,1,"Seattle, Washington, United States",N/A,,,f,t,t
16155674,Shannon & Ben,2014-05-29,3,"Seattle, Washington, United States",within a day,1,1,t,t,t
16159031,Izabella,2014-05-30,1,"Seattle, Washington, United States",N/A,,,f,t,t
16206353,Kathy,2014-05-31,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
16255476,Ken,2014-06-01,2,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
16264139,Dana,2014-06-02,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
16285348,Will,2014-06-02,1,"Seattle, Washington, United States",within a day,0.86,1,f,t,t
16380844,Renee,2014-06-04,1,"Seattle, Washington, United States",within a day,1,,f,t,t
16405627,Tania,2014-06-05,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
16441896,Pavel,2014-06-05,2,US,within an hour,1,1,f,t,t
16444568,Desiree,2014-06-05,2,"Seattle, Washington, United States",within a few hours,1,,f,t,t
16477349,Donna,2014-06-06,2,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
16533140,Steven And Dawn,2014-06-08,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
16537099,Maximillian,2014-06-08,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
16577139,Richard,2014-06-09,2,"Seattle, Washington, United States",within a few hours,1,,f,t,t
16587333,Jessica And Robert,2014-06-09,1,"Seattle, Washington, United States",within a day,1,1,t,t,t
16630158,Kerry,2014-06-10,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
16637594,Chad,2014-06-10,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,f
16639011,Paul,2014-06-10,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
16643290,Matt,2014-06-10,1,"Seattle, Washington, United States",N/A,,,f,t,f
16685525,Trish,2014-06-11,1,"Seattle, Washington, United States",within an hour,1,1,f,t,f
16687781,Andrea,2014-06-11,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,f
16708587,Jill,2014-06-12,2,"Seattle, Washington, United States",within a few hours,0.67,1,f,t,t
16718874,Patrice,2014-06-12,1,"Seattle, Washington, United States",within a day,0.67,1,f,t,f
16727906,Tory,2014-06-13,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
16729336,Deborah,2014-06-13,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
16756919,Morteza,2014-06-13,3,"Seattle, Washington, United States",within an hour,1,1,f,t,t
16786048,Avalon,2014-06-14,2,"Gosnold, Massachusetts, United States",within a few hours,0.9,1,f,t,t
16791036,Lauren,2014-06-14,1,"Seattle, Washington, United States",within an hour,1,,f,t,t
16820220,Leo,2014-06-15,1,"Seattle, Washington, United States",within a day,1,1,f,t,f
16835162,Esperanza & Leo,2014-06-15,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
16838013,Erik,2014-06-16,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
16882707,Wazhma,2014-06-16,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
16884006,Alex,2014-06-17,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
16927095,Erika,2014-06-17,1,"Seattle, Washington, United States",within a few hours,1,,f,t,t
16929371,Jan,2014-06-17,2,"Seattle, Washington, United States",within an hour,1,1,t,t,t
16931768,Marie,2014-06-18,1,"Seattle, Washington, United States",within a day,0.75,,f,t,t
16966680,Sam And Lish,2014-06-18,1,"Seattle, Washington, United States",within an hour,1,,f,t,t
16969199,Lee,2014-06-18,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
16975412,Alicia,2014-06-19,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
17022129,Johnica,2014-06-20,1,"Kirkland, Washington, United States",within a day,0.55,1,f,t,t
17034883,Theresa,2014-06-20,1,US,within a day,0.9,1,t,t,f
17039361,Jeremy,2014-06-20,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
17088441,Claire,2014-06-22,1,"Seattle, Washington, United States",N/A,,,f,t,t
17124503,Adam,2014-06-22,1,"Seattle, Washington, United States",within a day,1,,f,t,f
17170275,Yaoyu,2014-06-23,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
17170773,Adin & Lynda,2014-06-23,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
17179347,Judd,2014-06-24,1,"Seattle, Washington, United States",within an hour,0.86,1,f,t,t
17179567,Erin,2014-06-24,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
17206245,Scott,2014-06-24,3,"Seattle, Washington, United States",within an hour,1,1,f,t,f
17208894,Ryan,2014-06-24,1,US,N/A,,,f,t,f
17224304,Jeremy,2014-06-24,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
17234030,Zachary,2014-06-25,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
17269911,Rob,2015-12-08,1,US,within a day,0.8,1,f,t,t
17309989,Ourania,2014-06-26,2,"Seattle, Washington, United States",within an hour,1,1,t,t,t
17363808,Angela,2014-06-28,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
17380927,Blanca,2014-06-28,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,f
17433748,Adrian,2014-06-30,1,"Bangkok, Thailand",within an hour,1,,f,t,t
17469341,Chris,2014-06-30,1,"Seattle, Washington, United States",within an hour,1,1,t,t,f
17471347,Seth,2014-06-30,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
17473989,Michael,2014-06-30,1,US,N/A,,,f,t,f
17476632,Hitomi,2014-06-30,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
17482326,Morgan,2014-07-01,1,"Seattle, Washington, United States",within a day,0.8,1,f,t,t
17530058,Langdon,2014-07-02,1,"Seattle, Washington, United States",within a day,0.67,1,f,t,t
17566052,Ruth,2014-07-02,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
17571737,Cathy,2014-07-02,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
17572659,Rachel,2014-07-02,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
17595871,Anne,2014-07-03,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,f
17597607,Nicole,2014-07-03,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
17613151,Lea,2014-07-03,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
17640965,Gloria,2014-07-04,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
17644043,Angel,2014-07-04,1,"Seattle, Washington, United States",within a day,1,1,t,t,t
17717833,Brian And Gina,2014-07-06,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
17740302,Analisa,2014-07-06,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
17764753,Lyn,2014-07-07,1,"Seattle, Washington, United States",a few days or more,0.43,1,f,t,t
17770007,Brendan,2014-07-07,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
17774840,Shadi,2015-03-17,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
17787500,Matthew,2014-07-07,1,"Seattle, Washington, United States",N/A,,,f,t,t
17795956,Cris,2014-07-07,2,"Seattle, Washington, United States",within an hour,1,1,t,t,t
17796129,Emma And Chris,2014-07-07,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
17834927,Jeffrey,2014-07-08,1,"Seattle, Washington, United States",within an hour,1,1,t,t,f
17881151,Tiffany,2014-07-09,1,"Seattle, Washington, United States",N/A,,,t,t,t
17895568,Candace,2014-07-09,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
17902178,Charles,2014-07-10,1,US,within a day,1,1,f,t,f
17928378,Joe,2014-07-10,3,US,within a day,0.67,1,f,t,f
17935405,Anna,2014-07-10,2,"Seattle, Washington, United States",within an hour,1,1,t,t,t
17937451,Jennifer,2014-07-10,1,"Seattle, Washington, United States",N/A,,,f,t,f
17940762,Audrey,2014-07-10,1,"Seattle, Washington, United States",within a few hours,1,,f,t,f
17940872,James,2014-07-10,1,"Seattle, Washington, United States",within a day,1,1,f,t,f
17961308,Ryan,2014-07-11,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
17978322,Matthew,2014-07-11,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
17986403,Blair,2014-07-12,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
18017462,Sara,2014-07-12,1,US,within a day,1,1,f,t,f
18046472,Jen,2014-07-13,1,"Seattle, Washington, United States",N/A,,,f,t,f
18096695,Chris,2014-07-14,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
18099944,Anton,2014-07-14,1,"Seattle, Washington, United States",within an hour,0.93,1,f,t,t
18104211,Tony,2014-07-14,1,"Seattle, Washington, United States",N/A,,,f,t,t
18150027,John,2014-07-15,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
18165306,Amy,2014-07-15,1,US,within a day,1,,f,t,t
18168733,Michelle,2014-07-15,4,"Seattle, Washington, United States",within an hour,1,1,t,t,t
18207315,Darlene,2014-07-16,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
18218129,T.J.,2014-07-16,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
18229030,Josh,2014-07-17,1,"Seattle, Washington, United States",N/A,,,f,t,t
18232665,Kim,2014-07-17,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
18342756,Becky,2014-07-18,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
18362115,Rahul,2014-07-19,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
18394291,Dawn,2014-07-19,1,"Seattle, Washington, United States",within a day,0.67,1,f,t,t
18413215,Emiliya,2014-07-19,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
18422078,Carol,2014-07-19,3,"Seattle, Washington, United States",within an hour,1,1,f,t,t
18423248,Dale & Laura,2014-07-19,1,"Seattle, Washington, United States",within a day,0.78,1,f,t,t
18478539,Elizabeth,2014-07-20,1,US,within a day,1,1,f,t,f
18522959,Augustin,2014-07-21,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
18681876,Margaret,2014-07-22,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
18683496,Hannah,2014-07-22,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
18687921,Tim,2014-07-22,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
18746557,Amanda,2014-07-23,1,"Seattle, Washington, United States",N/A,,,f,t,f
18751883,Meg,2014-07-23,1,"Seattle, Washington, United States",within a day,0.8,,f,t,f
18774473,Victoria,2014-07-23,1,US,N/A,,,f,t,f
18791339,Young,2014-07-24,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
18835179,Jakub,2014-07-24,1,"Seattle, Washington, United States",within a day,0.7,1,f,t,f
18874869,Brett,2014-07-25,1,"Tacoma, Washington, United States",N/A,,,f,t,t
18888563,Darryl,2014-07-25,1,"Seattle, Washington, United States",within an hour,1,,f,t,f
18947211,John,2014-07-26,2,"Seattle, Washington, United States",within an hour,1,1,t,t,t
18948070,Sebastian,2014-07-26,1,"Seattle, Washington, United States",within an hour,1,1,f,t,f
18988566,Lisa,2014-07-27,2,"Seattle, Washington, United States",within a day,1,1,f,t,f
18999958,Katie,2014-07-27,1,"Seattle, Washington, United States",within a day,1,,f,t,t
19000707,Jon,2014-07-27,1,"Seattle, Washington, United States",N/A,,,f,t,t
19001873,Kailee,2014-07-27,1,"Shoreline, Washington, United States",within a day,0.5,1,f,t,t
19002091,Jaymi,2014-07-27,1,"Seattle, Washington, United States",within an hour,1,,f,t,f
19033543,Steven,2014-07-28,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
19039209,Ted,2014-07-28,1,"Seattle, Washington, United States",N/A,,,f,t,t
19048175,Pam,2014-07-28,1,"Seattle, Washington, United States",N/A,,,f,t,f
19071753,Julien,2014-07-28,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
19137950,Margaux,2014-07-29,2,"Los Angeles, California, United States",within a few hours,1,1,f,t,t
19193158,Faith,2014-07-30,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
19196841,Andy,2014-07-30,2,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
19243902,Felicity,2014-07-31,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
19245041,Myyk,2014-07-31,1,"Seattle, Washington, United States",N/A,,,f,t,t
19262538,Yissie,2014-08-01,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
19289685,Lauren,2014-08-01,1,US,within a few hours,1,1,f,t,f
19292422,Claire,2014-08-01,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
19294641,Derek,2014-08-01,1,"Seattle, Washington, United States",within an hour,1,1,f,t,f
19295720,Jas,2014-08-01,2,"Seattle, Washington, United States",within a day,0.71,1,f,t,t
19296907,J.Lynn,2014-08-01,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
